Key,Type,Desc,English (United States),Chinese
Tutorial Texts/PowerUsage-Step05-02,Text,,"There's something else we can do in order to save electricity. We don't really need two *Grills* here, right? We could have just one!",要節約電力，我們還可以採取其他措施。我們用不上兩個*烤架*的，對吧？只要用一個就可以了！
Tutorial Texts/PowerUsage-Step06-01,Text,,"I'm going to remove a few machines for you, and then you can place the new ones... Wait here, human friend!",我要先幫你移除一些機器，然後你再放一些新的...在這裡等一下吧，人類朋友！
Tutorial Texts/PowerUsage-Step07-01,Text,,"Now we can start rebuilding the kitchen. First, select the *Dispenser* in the parts list and place it in the highlighted location.",接下來，我們就可以開始重建廚房了。首先，在部件列表中選擇*分配器*，並將其放置在高亮的位置。
Tutorial Texts/PowerUsage-Step08-01,Text,,Open the *Dispenser* Properties Window and configure it to dispense *Raw Patties*.,打開*分配器*的屬性界面，將其設置為分配*生肉餅*。
Tutorial Texts/PowerUsage-Step08-01-Switch,Text,,Open the *Dispenser* Properties Window and configure it to dispense *Raw Patties*.,打開*分配器*的屬性界面，將其設置為分配*生肉餅*。
Tutorial Texts/PowerUsage-Step09-01,Text,,The next step is to add a *Robotic Arm (Dumb)* in the highlighted location...,下一步，在高亮顯示的位置添加一台*機械臂（非智能）*...
Tutorial Texts/PowerUsage-Step10-01,Text,,And now add a *Grill* to the highlighted location...,然後再往高亮顯示的位置添加一個*烤架*...
Tutorial Texts/PowerUsage-Step11-01,Text,,And finally place *two* of the *Robotic Arm (Smart)* in the marked locations! Make sure to rotate them so they are facing the right way.,最後，在標記的位置放置*兩台**機械臂（智能）*！不要忘了進行旋轉，讓它們朝向正確的位置。
Tutorial Texts/PowerUsage-Step12-01,Text,,Open the Properties Window for the first *Robotic Arm (Smart)* and configure it to only take *Cooked Patties*...,打開第一台*機械臂（智能）*的屬性窗口，將其設置為僅拾取*熟肉餅*...
Tutorial Texts/PowerUsage-Step12-01-Switch,Text,,Open the Properties Window for the first *Robotic Arm (Smart)* and configure it to only take *Cooked Patties*...,打開第一台*機械臂（智能）*的屬性窗口，將其設置為僅拾取*熟肉餅*...
Tutorial Texts/PowerUsage-Step12-02,Text,,"Now, set the *Operation Mode* to be *Right*. This means that it will pick up Cooked Patties, and place them to its right side, into the Plain Burger Assembler.",接下來，將*操作模式*設置為*右側*。這也就是說，它會拾取熟肉餅，並將其放置到右邊的普通漢堡組合機中。
Tutorial Texts/PowerUsage-Step13-01,Text,,Now for the other *Robotic Arm (Smart)*.  Configure it to only take *Cooked Patties*...,接下來，設置另一台*機械臂（智能）*。將其設置為僅拾取*熟肉餅*...
Tutorial Texts/PowerUsage-Step13-02,Text,,"Now, set the *Operation Mode* to be *Left*. It will pick up Cooked Patties and place them to its left side, into the Cheeseburger Assembler. ",然後，將*操作模式*設置為*左側*。這也就是說，它會拾取熟肉餅，並將其放置到左邊的奶酪漢堡組合機中。
Tutorial Texts/PowerUsage-Step14-01,Text,,Click on the *START* button to see how our little contraption works!,點擊*開始*按鈕，看看裝置的運行情況吧！
Tutorial Texts/PowerUsage-Step14-01-Switch,Text,,Press the [StartSimulation] button to see how our little contraption works!,按下[StartSimulation]，看看我們這小小裝置的運行情況吧！
Tutorial Texts/PowerUsage-Step15-01,Text,,Nice! Let's see what happens!,好極了！就來看看效果到底如何吧！
Tutorial Texts/PowerUsage-Step16-01,Text,,Amazing! We've managed to avoid all blackouts! We're a great team!,真棒！我們成功避免了停電！真是合作無間啊！
Tutorial Texts/PowerUsage-Step17-01,Text,,Now I can go ahead and put down a deposit on that beach-front premises!,這下，我就可以去給沙灘上那片場地交定金了！
Visual Logic Editor/Add New Command,Text,,Add New Command,添加新命令
Visual Logic Editor/Additional Code Page,Text,,Additional Code Page #,附加代碼頁 #
Visual Logic Editor/Main Code Page,Text,,Main Code Page,主代碼頁
Visual Logic Editor/VisualCodeToolCommandAdd,Text,,Add (Number + Variable),添加（數字+變量）
Visual Logic Editor/VisualCodeToolCommandAddVariables,Text,,Add (Variable + Variable),添加（變量+變量）
Visual Logic Editor/VisualCodeToolCommandCopy,Text,,Copy Value,複制數值
Visual Logic Editor/VisualCodeToolCommandDec,Text,,Decrement by 1,減少1
Visual Logic Editor/VisualCodeToolCommandIf,Text,,If (Compare Variable to Number),如果（比較變量）
Visual Logic Editor/VisualCodeToolCommandIfOrderReader,Text,,If (New Order Arrived),如果（收到新訂單）
Visual Logic Editor/VisualCodeToolCommandIfVariables,Text,,If (Compare Two Variables),如果（比較兩個變量 )
Visual Logic Editor/VisualCodeToolCommandJmp,Text,,Jump to Label,跳轉至標籤
Visual Logic Editor/VisualCodeToolCommandLabel,Text,,Label,標籤
Visual Logic Editor/VisualCodeToolCommandMov,Text,,Set Value,設置數值
Visual Logic Editor/VisualCodeToolCommandNot,Text,,Invert Variable,反轉變量
Visual Logic Editor/VisualCodeToolCommandOut,Text,,Output,輸出
Visual Logic Editor/VisualCodeToolCommandRead,Text,,Read Number of Performed Actions,讀取已執行操作的數量
Visual Logic Editor/VisualCodeToolCommandRet,Text,,Finish Execution,完成執行
Visual Logic Editor/VisualCodeToolCommandSub,Text,,Subtract (Number - Variable),減（數字-變量）
Visual Logic Editor/VisualCodeToolCommandSubVariables,Text,,Subtract (Variable - Variable),減（變量-變量）
Visual Logic Editor/add,Text,,add,加
Visual Logic Editor/by,Text,,by,數量為
Visual Logic Editor/by one,Text,,by 1,數量為1
Visual Logic Editor/copy,Text,,copy,複制
Visual Logic Editor/decrement,Text,,decrement,減少
Visual Logic Editor/finish,Text,,finish,完成
Visual Logic Editor/if,Text,,if,如果
Visual Logic Editor/if new order in,Text,,if new order in,如果新訂單進入
Visual Logic Editor/into,Text,,into,進入
Visual Logic Editor/invert,Text,,invert,反轉
Visual Logic Editor/jump,Text,,jump to,跳至
Visual Logic Editor/label,Text,,label,標籤
Visual Logic Editor/read,Text,,copy number of actions performed by,複制操作次數 操作執行者為：
Visual Logic Editor/reduce,Text,,reduce,減少
Visual Logic Editor/set,Text,,set,設置
Visual Logic Editor/to,Text,,to,至
Visual Logic Editor/turn,Text,,turn,切換至
Warnings/About To Load Game,Text,,Do you want to load the selected game? Your current kitchen layout will be replaced.,是否要加載選擇的遊戲？當前的廚房佈局將被替代。
Warnings/Already Connected Computer,Text,,This computer is already connected to that part.,這台電腦已經連接至該部件。
Warnings/Already Connected Counting Machine,Text,,This counting machine is already connected to that part.,這台計數器已經連接至該部件。
Warnings/Already Connected Generic,Text,,These two machines are already connected.,這兩台機器已經相互連接。
Warnings/Already Connected Order Reader,Text,,This order reader is already connected to that part.,這台訂單讀取器已經連接至該部件。
Warnings/Already Controlled,Text,,This part is already being controlled by another device.,此部件已被另一台設備控制。
Warnings/Bacteria,Text,,There's food with dangerous bacteria in the display case!,展示櫃中有食物帶有危險細菌！
Warnings/Blackout,Text,,"Watch the power usage, you're dangerously close to a blackout!",注意電力消耗，你即將造成停電！
Warnings/Bonus Level,Text,,This bonus level might be too challenging if you haven't played through all the tutorials yet. Are you sure you want to proceed?,如果你尚未完成所有教程，那麼此獎勵關卡可能會太難了。確定要繼續嗎？
Warnings/Breakdown,Text,,A machine has broken down!,有一台機器出現了故障！
Warnings/Cancel Changes,Text,,Are you sure you want to cancel? Any changes made will be lost.,確定要取消嗎？所做的更改將會丟失。
Warnings/Cannot Accept More Contracts,Text,,Your company cannot accept any more contracts right now. Fulfill or forfeit one first.,你的公司當前無法接受更多合約。請先完成或放棄一個合約。
Warnings/Cannot Connect Computer,Text,,You cannot connect any more parts to this computer.,你已無法將更多部件連接至此電腦。
Warnings/Cannot Connect Counting Machine,Text,,You cannot connect any more parts to this counting machine.,你已無法將更多部件連接至此計數器。
Warnings/Cannot Connect Generic,Text,,You cannot create any more connections from this machine.,你已無法從此機器創建更多連接。
Warnings/Cannot Connect New Pipe,Text,,You cannot connect any more pipes to this part.,你已無法將更多管道連接至此部件。
Warnings/Cannot Connect Order Reader,Text,,You cannot connect any more parts to this order reader.,你已無法將更多部件連接至此訂單讀取器。
Warnings/Cannot Connect Repeater,Text,,You cannot connect any more parts to this repeater.,你已無法將更多部件連接至此中繼器。
Warnings/ControllerDisconnect,Text,,Controller Disconnected,控制器已斷開連接
Warnings/ControllerDisconnectPC,Text,,"The controller has been disconnected. Please reconnect the controller, or quit to the main menu where the control method can be changed. If you quit to the main menu, any unsaved data will be lost.",控制器已斷開。請重新連接控制器，或返回主菜單更改控制方式。返回主菜單時，所有未保存的數據都將丟失。
Warnings/Craze,Text,,A craze for {[DISH]} is about to start!,{[DISH]}狂熱即將開始！
Warnings/Delete Blueprint Confirmation,Text,,Are you sure you want to delete this blueprint? This action cannot be undone!,確定要刪除此藍圖嗎？此操作不可撤銷！
Warnings/Delete Game,Text,,Do you want to delete that saved game? This action cannot be undone!,是否要刪除此遊戲存檔？此操作無法撤銷！
Warnings/DishGotInfected,Text,,A dish has just been contaminated with dangerous bacteria!,一道菜肴已被危險細菌感染！
Warnings/Fixed Part of Kitchen,Text,,Cannot alter the way this part works as it is a fixed part of the kitchen.,由於此部件是廚房的固定部件，因此無法對其運行方式進行更改。
Warnings/Food Critic,Text,,A Food Critic is about to place an order! Be ready!,一位美食評論家即將點餐！做好準備！
Warnings/Forfeit Contract,Text,,Are you sure you want to forfeit this contract? You will lose any advance payment you have received and your company's reputation will be damaged!,確定要放棄此合約嗎？你不僅會失去之前收到的定金，還會損害到公司的聲望！
Warnings/Ingredients Quota,Text,,You've exceeded the ingredients quota!,你超過了食材數量配額！
Warnings/No Free Slot For Contracts,Text,,There are no free saved game slots to start a new game. Please delete an old saved game first.,當前沒有空閒的遊戲存檔欄位，無法開始新遊戲。請先刪除一個以前的遊戲存檔。
Warnings/Not Enough Funds Unlock,Text,,Your company does not have enough funds to research this machine.,公司資金不足，無法研究此機器。
Warnings/Order About to Expire,Text,,An order is about to expire!,有訂單即將過期！
Warnings/Over Budget,Text,,You are over budget! Remove some machines to continue.,你已超出預算！移除一些機器方可繼續。
Warnings/Overwrite Blueprint,Text,,There is already a blueprint with that name. Would you like to overwrite it?,已存在具有相同名稱的藍圖。是否要將其覆蓋？
Warnings/Overwrite Game,Text,,Do you want to overwrite that saved game?,是否確定要覆蓋此遊戲存檔？
Warnings/Pipe Port Occupied,Text,,That pipe connection port is already in use.,管道連接口已被佔用。
